"idEscola","nome_escola","tipo_rede","nota_ideb","media_ponderada_se"
"41026152","POLIVALENTE DE APUCARANA C E EF M","Estadual","5.10","5.59"
"52033457","COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS UNIDADE HUGO DE CARVALHO RAMOS","Estadual","5.10","5.95"
"41129687","GUIDO STRAUBE C E PROF EF M PROFIS","Estadual","5.10","5.74"
"35019483","TIBURCIO ESTEVAM DE SIQUEIRA","Estadual","5.10","5.88"
"35080615","ANDRE FRANCO MONTORO GOVERNADOR","Estadual","5.10","5.26"
"41079230","SANTA ROSA DO OCOI C E C EF M","Estadual","5.10","5.85"
"52004805","COLEGIO ESTADUAL ALFREDO NASSER","Estadual","5.10","4.70"
"35018570","JOSE MARIA MATOSINHO","Estadual","5.10","5.63"
"41129490","FRANCISCO ZARDO C E PROF EF M PROFIS","Estadual","5.10","6.13"
"35038647","JOSE GERALDO VIEIRA","Estadual","5.10","5.71"
"35018235","JOAO LOURENCO RODRIGUES PROFESSOR","Estadual","5.10","6.02"
"35020229","CASTELLO BRANCO","Estadual","5.10","5.49"
"35900436","PEDRO AUGUSTO RANGEL FILHO PROFESSOR","Estadual","5.10","5.35"
"50026569","EE PROF ALICIO ARAUJO","Estadual","5.10","4.87"
"41087992","VARGAS C E PRES EF M","Estadual","5.10","4.51"
"35918805","LEONOR MENDES DE BARROS","Estadual","5.10","5.83"
"52063275","COLEGIO ESTADUAL PROFESSOR JOSE PASCHOAL DA SILVA","Estadual","5.10","4.76"
"35023760","ANTONIO JOSE PEDROSO PROFESSOR","Estadual","5.10","5.40"
"41137558","COSTA VIANA C E EF M PROFIS N","Estadual","5.10","5.82"
"41129164","ERMELINO DE LEAO C E C M EF M","Estadual","5.10","6.24"
"41137531","COLONIA MURICI C E DA EF M","Estadual","5.10","5.92"
"41144872","CONJUNTO JOAO DE BARRO C E EF M","Estadual","5.10","5.13"
"35019458","JOAQUIM ANTONIO LADEIRA PROFESSOR","Estadual","5.10","5.49"
"41144333","NAIRA FELLINI C E C M EF M","Estadual","5.10","4.71"
"43151450","ESC EST ENS MED INGLES DE SOUZA","Estadual","5.10","5.00"
"35016299","AGGEO PEREIRA DO AMARAL PROFESSOR","Estadual","5.10","5.84"
"51069091","EE MILITAR DO CORPO DE BOMBEIROS DOM PEDRO II","Estadual","5.10","5.83"
"52103064","CENTRO DE ENSINO EM PERIODO INTEGRAL CRUZEIRO DO SUL","Estadual","5.10","5.02"
"35028289","MARIA DAS DORES FERREIRA DA ROCHA PROFESSORA","Estadual","5.10","5.10"
"35900667","SUDARIO FERREIRA","Estadual","5.10","5.08"
"43148379","ESC EST ENS MED ADAO SEGER","Estadual","5.10","5.74"
"52005720","CENTRO DE ENSINO EM PERIODO INTEGRAL MARIA EULALIA DE JESUS PORTILHO","Estadual","5.10","4.48"
"52052680","COLEGIO ESTADUAL SERAFIM DE CARVALHO","Estadual","5.10","4.95"
"35047284","JOAO OMETTO","Estadual","5.10","5.77"
"52070158","COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS PROFESSOR JOSE DOS REIS MENDES TRINDADE","Estadual","5.10","4.88"
"41128656","ELIAS ABRAHAO C E PROF EF M","Estadual","5.10","6.17"
"41079167","PEDRO V PARIGOT DE SOUZA C E EF M","Estadual","5.10","5.30"
"35018235","JOAO LOURENCO RODRIGUES PROFESSOR","Estadual","5.10","6.02"
"35046516","ISMAEL DA SILVA JUNIOR PROFESSOR","Estadual","5.10","5.85"
"52033520","COLEGIO ESTADUAL JARDIM VILA BOA","Estadual","5.10","5.17"
"35028332","ANTONIO MARIN CRUZ","Estadual","5.10","5.15"
"35900795","JOAO JORGE MARMORATO PROFESSOR","Estadual","5.10","5.85"
"35023887","WALTER FERREIRA PROFESSOR","Estadual","5.10","5.51"
"35028332","ANTONIO MARIN CRUZ","Estadual","5.10","5.15"
"35031860","MARIA LUIZA FORMOZINHO RIBEIRO PROFESSORA","Estadual","5.10","6.03"
"35010492","VINICIUS DE MORAES","Estadual","5.10","5.66"
"52021106","COLEGIO ESTADUAL ZECA BATISTA","Estadual","5.10","5.07"
"52022072","COLEGIO ESTADUAL CORONEL ACHILES DE PINA","Estadual","5.10","4.57"
"35013572","ANA CANDIDA DE BARROS MOLINA PROFESSORA","Estadual","5.10","5.50"
"35012609","AMERICO ALVES","Estadual","5.10","5.30"
"35065535","ROBERTO MARINHO JORNALISTA","Estadual","5.10","5.02"
"35026797","JOAQUIM ANTONIO PEREIRA","Estadual","5.10","5.50"
"41025652","HEITOR C A FURTADO C E EF M PROFIS","Estadual","5.10","5.78"
"52033520","COLEGIO ESTADUAL JARDIM VILA BOA","Estadual","5.10","5.17"
"43023347","ESC EST ENS MED PADRE VICENTE RODRIGUES","Estadual","5.10","6.22"
"41372395","ANGELO ANTONIO BENEDET C E C M EF M","Estadual","5.10","4.86"
"43023347","ESC EST ENS MED PADRE VICENTE RODRIGUES","Estadual","5.10","6.22"
"41031237","HUGO SIMAS C E EF M","Estadual","5.10","5.85"
"35463140","JARDIM SANTA CECILIA","Estadual","5.10","5.09"
"35442550","EXPEDITO CAMARGO FREIRE PROFESSOR","Estadual","5.10","5.04"
"41024729","SILVIO M BARROS C E EF M","Estadual","5.10","5.51"
"43145256","ESC EST ED BAS SAO VALENTIM","Estadual","5.10","5.29"
"35031636","DOM BOSCO","Estadual","5.10","5.17"
"52043541","COLEGIO ESTADUAL POVOADO MATO SECO","Estadual","5.10","3.87"
"41031318","INST ED E DE LONDRINA EF M N PROFIS","Estadual","5.10","5.61"
"42059810","EEB PROF CECILIA LOTIN","Estadual","5.10","4.87"
"41024680","SANTA MARIA GORETTI C E EF M PROFIS","Estadual","5.10","5.37"
"41127196","ANGELO GUSSO C E EF M","Estadual","5.10","6.00"
"52090132","COLEGIO ESTADUAL DE VICENTINOPOLIS","Estadual","5.10","4.67"
"41024630","RODRIGUES ALVES C E EF M","Estadual","5.10","5.58"
"41014375","OLAVO BILAC C E C M EF M","Estadual","5.10","5.46"
"35027285","JUVENAL GIRALDELLI","Estadual","5.10","5.33"
"51028549","EE RAMON SANCHES MARQUES","Estadual","5.10","4.87"
"35434632","ETEC DE HELIOPOLIS","Estadual","5.10","4.66"
"35900990","ANTONIO GUEDES DE AZEVEDO PROF","Estadual","5.10","6.15"
"43104614","ESC EST ENS MED POCO DAS ANTAS","Estadual","5.10","5.55"
"35019380","RAFAEL DE OLIVEIRA","Estadual","5.10","5.82"
"41144058","BEATRIZ BIAVATTI C E C M EF M","Estadual","5.10","5.84"
"35032694","MARIA JOSE BARBOSA CASTRO TOLEDO PROFESSORA","Estadual","5.10","5.34"
"35020485","ORESTES LADEIRA PE","Estadual","5.10","4.93"
"41036824","GODOY MOREIRA C E DO C EF M","Estadual","5.10","4.58"
"35019380","RAFAEL DE OLIVEIRA","Estadual","5.10","5.82"
"41059255","COSTA E SILVA C E PRES EF M N","Estadual","5.10","5.48"
"41059620","AMANDA CARNEIRO DE MELLO C E EF M","Estadual","5.10","5.34"
"35018569","DJALMA OCTAVIANO PROFESSOR","Estadual","5.10","5.58"
"41068688","JOAO ARNALDO RITT C E EF M","Estadual","5.10","5.34"
"35024077","SEBASTIAO FERNANDES PALMA PROFESSOR","Estadual","5.10","6.20"
"41024192","JUSCELINO K OLIVEIRA C E EF M PROFIS","Estadual","5.10","5.86"
"35923023","NICIA FABIOLA ZANUTTO GIRALDI PROFESSORA","Estadual","5.10","5.66"
"41036824","GODOY MOREIRA C E DO C EF M","Estadual","5.10","4.58"
"41024125","JOAO DE F PIOLI C E EF M","Estadual","5.10","5.67"
"35028712","PIO X","Estadual","5.10","5.93"
"41060725","SALVADOR A SOBRINHO C E C PROF EF M","Estadual","5.10","4.36"
"35462822","PARQUE DOS SERVIDORES","Estadual","5.10","5.81"
"52015360","CENTRO DE ENSINO EM PERIODO INTEGRAL JOAO XXIII","Estadual","5.10","4.97"
"35914290","LAURA DE MELLO FRANCO PROFA","Estadual","5.10","4.00"
"35027522","LEONARDO LOPES BOMFIM","Estadual","5.10","4.74"
"35910387","FERNANDO ALUISO CORREA PROF","Estadual","5.10","5.17"
"35018181","JOSE LEME DO PRADO PROFESSOR","Estadual","5.10","5.70"
"35015581","SANDRA REGINA PIRES PROFESSORA","Estadual","5.10","4.49"
"52043746","COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS 13 DE MAIO","Estadual","5.10","5.32"
"52024164","COLEGIO ESTADUAL ARTUR DA COSTA E SILVA","Estadual","5.10","4.51"
"42048206","EEB VIDAL RAMOS JUNIOR","Estadual","5.10","6.19"
"35015544","ZULMIRA DE OLIVEIRA PROFESSORA","Estadual","5.10","5.03"
"43295304","ESC EST ENS MED PROF ELIZABETH BLAAS ROMANO","Estadual","5.10","4.90"
"43056890","ESC EST ENS MED CEL RAUL BARBOSA","Estadual","5.10","5.65"
"41023811","CAXIAS C E C M DQ DE EF M","Estadual","5.10","5.73"
"41061330","FRITZ KLIEWER C E C EF M","Estadual","5.10","5.57"
"35914356","BASILIO RODRIGUES DA SILVA PROFESSOR","Estadual","5.10","4.58"
"43065546","ESC EST ENS MED DANTE GROSSI","Estadual","5.10","6.50"
"35017437","PEDRO DE TOLEDO","Estadual","5.10","5.16"
"35031471","JOAO BERNARDI","Estadual","5.10","5.13"
"51003457","EE JAYME VERISSIMO DE CAMPOS JUNIOR","Estadual","5.10","4.67"
"43072739","ESC EST ENS MED PROFESSORA ADELAIDE PICOLOTTO","Estadual","5.10","5.71"
"41085140","CASTRO ALVES C E EF M","Estadual","5.10","5.16"
"35028812","ANISIO JOSE MOREIRA","Estadual","5.10","5.39"
"43124356","COL ESTADUAL CONEGO AFONSO SCHERER","Estadual","5.10","5.83"
"41588894","CENTRO EST EDUC PROFIS DE PONTA GROSSA","Estadual","5.10","5.48"
"43020569","INST EST EDUC ASSUNTA FORTINI","Estadual","5.10","5.90"
"35034548","AUDA MALTA PROFESSORA","Estadual","5.10","5.11"
"35047348","ALMERINDA RODRIGUES PROFA","Estadual","5.10","5.13"
"50004352","EE BERNARDINO FERREIRA DA CUNHA","Estadual","5.10","4.90"
"35040400","MARIA NEIVA ABDELMASSIH JUSTO PROFESSORA","Estadual","5.10","5.80"
"50005901","EE AMELIO DE CARVALHO BAIS","Estadual","5.10","5.51"
"41123662","JULIO SZYMANSKI C E PROF E F M P N","Estadual","5.10","5.63"
"35910934","JOSE LUIZ VIANA COUTINHO DR ETEC","Estadual","5.10","5.43"
"52052613","COLEGIO ESTADUAL ALCANTARA DE CARVALHO","Estadual","5.10","4.74"
"35040859","PROCOPIO FERREIRA","Estadual","5.10","5.20"
"41062108","BECKER E SILVA C E PROF EF M","Estadual","5.10","4.69"
"35910934","JOSE LUIZ VIANA COUTINHO DR ETEC","Estadual","5.10","5.43"
"35049712","DALVA VIEIRA ITAVO PROFESSORA","Estadual","5.10","5.93"
"41122917","IRIA BORGES DE MACEDO C E PROFA EF M","Estadual","5.10","5.26"
"41023439","ROMARIO MARTINS C E EF M","Estadual","5.10","5.39"
"43121519","ESC EST ENS MED FREDERICO KOPS","Estadual","5.10","4.99"
"52033600","COLEGIO ESTADUAL PROFESSOR WILMAR GONCALVES DA SILVA","Estadual","5.10","4.40"
"52039706","COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS CASTELO BRANCO TRINDADE","Estadual","5.10","5.43"
"52059472","COLEGIO ESTADUAL DAMORES DO AMARAL MEDEIROS","Estadual","5.10","4.47"
"52033651","COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS UNIDADE WALDEMAR MUNDIM","Estadual","5.10","5.27"
"43056202","COL ESTADUAL PROF MANTOVANI","Estadual","5.10","6.09"
"35907424","AURORA SCODRO GROFF","Estadual","5.10","6.30"
"35043539","OROZIMBO SOSTENA PROFESSOR","Estadual","5.10","5.63"
"43092420","COL ESTADUAL NOVA ROMA","Estadual","5.10","6.00"
"35044659","OSCAR DE MOURA LACERDA PROFESSOR DOUTOR","Estadual","5.10","5.54"
"35044283","OCTACILIO DE CARVALHO LOPES PROF","Estadual","5.10","5.20"
"35020710","TEOFILO DE ANDRADE DOUTOR","Estadual","5.10","5.89"
"41132220","PAULO LEMINSKI C E EF M N PROFIS","Estadual","5.10","5.82"
"41062809","JOAO R V B DU VERNAY CE PROF EF M PROFIS","Estadual","5.10","5.20"
"35901660","IRENE MACHADO DE LIMA DONA","Estadual","5.10","4.52"
"35923370","16 DE JULHO","Estadual","5.10","5.56"
"41078624","CARLOS ZEWE COIMBRA C E EF M","Estadual","5.10","5.62"
"35902378","JOSE ROBERTO MELCHIOR DR","Estadual","5.10","5.23"
"41119860","SAO MATEUS C E EF M PROFIS N","Estadual","5.10","5.78"
"52049779","COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS COMENDADOR CHRISTOVAM DE OLIVEIRA","Estadual","5.10","5.26"
"52052532","COLEGIO ESTADUAL MARCONDES DE GODOY","Estadual","5.10","4.50"
"50006347","EE SAO JOSE","Estadual","5.10","6.08"
"35011927","MARQUES DE SAO VICENTE","Estadual","5.10","5.20"
"43117309","C E DE EDUC BAS CONDE D EU","Estadual","5.10","5.70"
"52026108","COLEGIO ESTADUAL SANTA ROSA","Estadual","5.10","4.39"
"35919330","JURACY NEVES DE MELLO FERRACCIU PROFESSOR","Estadual","5.10","5.64"
"35923473","CARAN APPARECIDO GONCALVES PROFESSOR","Estadual","5.10","5.12"
"41118154","JOSE DE ANCHIETA C E EF M","Estadual","5.10","5.86"
"41062833","JOSE ELIAS DA ROCHA C E C M EF M","Estadual","5.10","5.01"
"35020795","MARIA JANUARIA VAZ TUCCORI PROFESSORA","Estadual","5.10","5.84"
"41117662","CASIMIRO DE ABREU C E EF M","Estadual","5.10","5.11"
"35020795","MARIA JANUARIA VAZ TUCCORI PROFESSORA","Estadual","5.10","5.84"
"52026108","COLEGIO ESTADUAL SANTA ROSA","Estadual","5.10","4.39"
"35045500","CLARICE COSTA CONTI PROFA","Estadual","5.10","5.34"
"50013033","EE PERI MARTINS","Estadual","5.10","5.34"
"35018168","CYRO DE BARROS REZENDE PROFESSOR","Estadual","5.10","5.53"
"35029105","CICERO BARBOSA LIMA JUNIOR PROF","Estadual","5.10","5.64"
"41117166","JOAO DE LARA C E DO C EI EF M","Estadual","5.10","5.02"
"41365852","IRENO ALVES DOS SANTOS C E C EF M","Estadual","5.10","4.53"
"41142497","ANTONINA C E BAR DE EF M N PROFIS","Estadual","5.10","5.55"
"35026931","DATHAN CERVO PROFESSOR","Estadual","5.10","4.75"
"41142217","MIGUEL J MICKOSZ C E C MONS EF M","Estadual","5.10","4.94"
"42050901","EEB ROSINA NARDI","Estadual","5.10","5.67"
"35041099","ALLYRIO DE FIGUEIREDO BRASIL PROFESSOR","Estadual","5.10","5.24"
"35011290","EDUARDO CORREA DA COSTA JUNIOR DOUTOR","Estadual","5.10","5.53"
"52086100","COLEGIO ESTADUAL ROCHA LEAL","Estadual","5.10","4.26"
"43065589","ESC EST ENS MED SAO LOURENCO","Estadual","5.10","6.23"
"35017334","OLYMPIA BARTH DE OLIVEIRA PROFA","Estadual","5.10","5.54"
"52026663","COLEGIO ESTADUAL MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO","Estadual","5.10","4.42"
"52039854","COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS PEDRO LUDOVICO TEIXEIRA -TRINDADE","Estadual","5.10","4.56"
"35909385","IVETE SALA DE QUEIROZ PROFESSORA","Estadual","5.10","5.24"
"41113900","DARIO VELOSO C E PROF EF M N","Estadual","5.10","5.13"
"35912013","JULIA RIBEIRO BRETAS PROFA","Estadual","5.10","3.80"
"41113900","DARIO VELOSO C E PROF EF M N","Estadual","5.10","5.13"
"41085906","EDUARDO VIRMOND SUPLICY C E DR EF M P","Estadual","5.10","5.97"
"41063481","SIRLEY JAGAS C E PROFA EF M","Estadual","5.10","4.48"
"35018879","VITOR MEIRELLES","Estadual","5.10","5.74"
"43072399","ESC EST ENS MED CATARINA BRIDI","Estadual","5.10","5.25"
"42061318","EEB OSCAR MAJOLO","Estadual","5.10","5.33"
"52026701","COLEGIO ESTADUAL BRASIL","Estadual","5.10","5.12"
"41063503","31 DE MARCO C E EF M","Estadual","5.10","5.29"
"41018753","HELENA KOLODY C E EM","Estadual","5.10","5.12"
"35033005","CLAUDIO DE SOUZA DR","Estadual","5.10","4.97"
"35018867","FRANCISCO ALVARES PROFESSOR","Estadual","5.10","5.98"
"35915087","BAIRRO FERREIRA DOS MATOS","Estadual","5.10","4.31"
"52088812","COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS FERNANDO PESSOA","Estadual","5.10","5.57"
"41113799","TRAJANO GRACIA C E EF M","Estadual","5.10","5.04"
"50015257","EE DOM AQUINO CORREA","Estadual","5.10","6.27"
"35020928","PEDRO DE MELLO","Estadual","5.10","5.22"
"35915804","MARCOS UCHOAS DOS SANTOS PENCHEL PROF ETEC","Estadual","5.10","5.14"
"52033945","CENTRO DE ENSINO EM PERIODO INTEGRAL NOVO HORIZONTE","Estadual","5.10","5.11"
"35034149","NICOLA MARTINS ROMEIRA","Estadual","5.10","5.32"
"35010352","WANDYCK FREITAS JORNALISTA","Estadual","5.10","5.72"
"43099335","ESC EST ENS MED PAVERAMA","Estadual","5.10","5.69"
"43072135","INST EST EDUC MARIA CRISTINA CIEP","Estadual","5.10","5.46"
"35907741","LACY BONILHA DE SOUZA PROFESSORA","Estadual","5.10","4.51"
"35026980","LIBERO DE ALMEIDA SILVARES","Estadual","5.10","5.69"
"41113470","NOSSA SRA DE FATIMA C E C E F M","Estadual","5.10","4.61"
"43071570","ESC EST ENS MED JACOB HOFF","Estadual","5.10","5.89"
"41113217","GONCALVES JUNIOR C E C EF M","Estadual","5.10","4.23"
"43090214","ESC EST ENS MED LUIZ ISAIAS ZUCCHETTI","Estadual","5.10","5.24"
"41361563","HELIO ANTONIO DE SOUZA C E C M EF M","Estadual","5.10","5.70"
"43015743","ESC EST ED BAS ARATIBA","Estadual","5.10","5.46"
"52044602","ESCOLA ESTADUAL SENADOR JOSE ERMIRIO DE MORAES","Estadual","5.10","5.02"
"52059588","COLEGIO ESTADUAL JOSE FLAVIO SOARES","Estadual","5.10","4.42"
"35018594","JULIO MESQUITA","Estadual","5.10","5.73"
"35127292","AMANCIA DIAS SAMPAIO PROFA","Estadual","5.10","5.97"
"41141482","RUI BARBOSA C E C EF M","Estadual","5.10","5.35"
"52027082","CENTRO DE ENSINO EM PERIODO INTEGRAL OSORIO RAIMUNDO DE LIMA","Estadual","5.10","4.61"
"52068749","COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS UNIDADE AYRTON SENNA","Estadual","5.10","5.31"
"52057895","COLEGIO ESTADUAL JERONIMO VICENTE LOPES","Estadual","5.10","4.97"
"51048728","EE FRANKLIN CASSIANO","Estadual","5.10","4.06"
"35021436","NOSSA SENHORA DE LORETO","Estadual","5.10","5.55"
"41387848","MARLI QUEIROZ AZEVEDO CE PROFA EFM","Estadual","5.10","5.77"
"41387732","CENTRO EST EDUC PROFIS NEWTON F MAIA","Estadual","5.10","6.02"
"41387732","CENTRO EST EDUC PROFIS NEWTON F MAIA","Estadual","5.10","6.02"
"43078397","ESC EST ENS MED GUILHERME EXNER","Estadual","5.10","5.93"
"41140729","HELENA VIANA SUNDIN C E C M EF M","Estadual","5.10","5.36"
"35905410","MARIA CECILIA TEIXEIRA PINTO PROFESSORA","Estadual","5.10","5.16"
"35039755","MIRINHA TONELLO","Estadual","5.10","5.21"
"35022792","JOAO MARCIANO DE ALMEIDA DR","Estadual","5.10","5.65"
"41046617","GENEROSO MARQUES C E C M DR EF M","Estadual","5.10","5.16"
"35029774","JOSE AUGUSTO LOPES BORGES PROF","Estadual","5.10","5.72"
"35043394","JOSE DA CONCEICAO HOLTZ PROF","Estadual","5.10","4.73"
"41360486","PAULO FREIRE C E C PROF EF M","Estadual","5.10","5.23"
"52010309","CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSOR WALDEMAR LOPES DO AMARAL BRITO","Estadual","5.10","4.44"
"41042344","REGINA TOKANO C E PROFA EM","Estadual","5.10","5.02"
"41111923","PAPANDUVA DE CIMA C E C DE EF M","Estadual","5.10","4.90"
"35496479","AROLDO DONIZETTI LEITE","Estadual","5.10","6.10"
"52075583","COLEGIO ESTADUAL JUSCELINO KUBITSCHEK DE OLIVEIRA","Estadual","5.10","4.20"
"52052281","COLEGIO ESTADUAL DONA ELBA FERREIRA GARCIA","Estadual","5.10","4.49"
"35015167","EDSON GALVAO PROF ETEC","Estadual","5.10","5.55"
"35014285","MARIO CARDOSO FRANCO PROFESSOR","Estadual","5.10","5.30"
"35042602","AUGUSTA DO AMARAL PECANHA PROFESSORA","Estadual","5.10","5.22"
"43096875","ESC EST ED BAS PONCHO VERDE","Estadual","5.10","5.98"
"52017311","COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS GERALDA ANDRADE MARTINS","Estadual","5.10","4.86"
"35018661","HELENA DE CAMPOS CAMARGO PROFESSORA","Estadual","5.10","6.05"
"52046150","CENTRO DE ENSINO EM PERIODO INTEGRAL HUGO LOBO","Estadual","5.10","5.09"
"35909359","MARIA JOSE MORAES SALLES PROFESSORA","Estadual","5.10","5.66"
"35014266","URBANO ALVES DE SOUZA PEREIRA ENGENHEIRO","Estadual","5.10","5.84"
"35903197","ORESTES ORIS DE ALBUQUERQUE PROF","Estadual","5.10","5.05"
"35915944","ALBERTO VELLONE PADRE","Estadual","5.10","5.43"
"35029944","JOAO ARRUDA BRASIL","Estadual","5.10","5.31"
"35496479","AROLDO DONIZETTI LEITE","Estadual","5.10","6.10"
"35039718","ALBERTO PEREIRA PROFESSOR","Estadual","5.10","4.70"
"35014254","MONTEIRO LOBATO","Estadual","5.10","5.25"
"41358031","MARIA DESTEFANI GRIGGIO C E EF M","Estadual","5.10","5.57"
"41065174","ANTONIO M CERETTA C E EF M PROFIS","Estadual","5.10","5.64"
"41358031","MARIA DESTEFANI GRIGGIO C E EF M","Estadual","5.10","5.57"
"41015975","UNIDADE POLO C E C M EF M","Estadual","5.10","5.43"
"41386027","PAULO FREIRE C E DO C EF M","Estadual","5.10","4.39"
"35042161","CARMEN MIRANDA","Estadual","5.10","5.70"
"52055256","CENTRO DE ENSINO EM PERIODO INTEGRAL JOSE SALVIANO AZEVEDO","Estadual","5.10","4.61"
"41065425","FRENTINO SACKSER C E C M EF M","Estadual","5.10","5.06"
"41109422","SEBASTIAO PARANA C E C M EF M","Estadual","5.10","5.06"
"52029050","COLEGIO ESTADUAL PROFESSOR ALFREDO NASSER","Estadual","5.10","4.43"
"41357930","CAIO MARIO MOREIRA C E PROF EF M","Estadual","5.10","4.94"
"35025999","ARACY SANTINHO BARBERI PROFA","Estadual","5.10","4.71"
"52062481","COLEGIO ESTADUAL EURIPEDES BARSANULFO","Estadual","5.10","4.43"
"35912712","JOSE ANTONIO COUTINHO CONDINO PROFESSOR","Estadual","5.10","5.13"
"35033911","HORACIO SOARES","Estadual","5.10","5.78"
"41065522","MARGARIDA C E DO C EF M","Estadual","5.10","5.31"
"52010961","COLEGIO ESTADUAL DR MARCO AURELIO","Estadual","5.10","4.13"
"41384733","UMUARAMA C A E DE E PROFIS","Estadual","5.10","5.76"
"52010961","COLEGIO ESTADUAL DR MARCO AURELIO","Estadual","5.10","4.13"
"43011691","ESC EST ENS MED ASSIS BRASIL","Estadual","5.10","4.80"
"35021490","MARIA JOAQUINA DE ARRUDA PROFESSORA","Estadual","5.10","5.39"
"35024659","MARIA CAROLINA DE LIMA DONA","Estadual","5.10","5.19"
"41068807","LUIZ AUGUSTO M REGO C E EF M PROFIS","Estadual","5.10","5.77"
"35039664","JOSE MARCONDES DE MATTOS DOUTOR","Estadual","5.10","5.27"
"42056080","EEB NICOLAU SCHOENBERGER","Estadual","5.10","5.73"
"41085515","RIO BRANCO C E BAR DO EF M","Estadual","5.10","5.01"
"41384709","PINHALZINHO C R E DE EF M","Estadual","5.10","5.06"
"41077733","JOAO M MONDRONE C E EF M PROFIS N","Estadual","5.10","5.86"
"35014230","MANUEL CABRAL","Estadual","5.10","4.91"
"41355008","PACAEMBU C E EF M","Estadual","5.10","5.69"
"52067874","COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS DR PEDRO LUDOVICO","Estadual","5.10","5.58"
"35030173","OSWALDO JANUZZI PROFESSOR","Estadual","5.10","5.38"
"35031926","HUGO MIELE PROFESSOR","Estadual","5.10","5.42"
"35026050","FERNANDO VALEZI","Estadual","5.10","5.44"
"43078230","ESC EST ED BAS PADRE PEDRO MARCELINO COPETTI","Estadual","5.10","4.69"
"43010741","ESC EST ED BAS PROFESSOR WILLY ROOS","Estadual","5.10","5.26"
"41066537","EUGENIO GARMATZ C E DO C PROF EF M","Estadual","5.10","4.52"
"41066685","RIO BRANCO C E C M BAR DO EF M","Estadual","5.10","5.78"
"41140370","ALBERTO GOMES VEIGA C E EM PROFIS","Estadual","5.10","5.50"
"35018764","ATALIBA NOGUEIRA BARAO","Estadual","5.10","5.73"
"52035140","COLEGIO ESTADUAL JOAO JOSE COUTINHO","Estadual","5.10","4.55"
"35012233","MARIA PACHECO NOBRE PROFESSORA","Estadual","5.10","5.39"
"41140060","TEREZA DA S RAMOS C E PROFA EF M","Estadual","5.10","5.27"
"35031744","MARIA LUIZA BASTOS PROFESSORA","Estadual","5.10","5.64"
"35027108","BAPTISTA DOLCI","Estadual","5.10","4.92"
"52055698","COLEGIO ESTADUAL DOM ABEL","Estadual","5.10","4.74"
"41352785","VINICIUS DE MORAES C E C M EF M","Estadual","5.10","5.58"
"41104439","MARIO EVALDO MORSKI C E PROF EF M N P","Estadual","5.10","5.31"
"35022457","MACEDO SOARES EMBAIXADOR","Estadual","5.10","5.52"
"35023176","MARIO D ELIA","Estadual","5.10","6.25"
"35925998","ADELAIDE ROSA FERNANDES MACHADO DE SOUZA PROFESSORA","Estadual","5.10","5.23"
"41015827","OSVALDO CRUZ C E C M DR EF M","Estadual","5.10","4.96"
"35917746","JOSE DINI","Estadual","5.10","4.95"
"52029964","CENTRO DE ENSINO EM PERIODO INTEGRAL MILITAR DE GOIAS AMERICO ANTUNES","Estadual","5.10","5.30"
"41104358","JULIO MOREIRA C E C PROF EF M","Estadual","5.10","4.07"
"41134435","YVONE PIMENTEL C E C M EF M","Estadual","5.10","5.88"
"35912888","INALDO MANTA DESPORTISTA","Estadual","5.10","5.63"
"41103572","RUI BARBOSA C E EF M","Estadual","5.10","4.75"
"35018569","DJALMA OCTAVIANO PROFESSOR","Estadual","5.10","5.58"
"41066847","PATO BRAGADO C E EF M","Estadual","5.10","5.55"
"52067823","CENTRO DE ENSINO EM PERIODO INTEGRAL INDEPENDENCIA","Estadual","5.10","4.87"
"52067823","CENTRO DE ENSINO EM PERIODO INTEGRAL INDEPENDENCIA","Estadual","5.10","4.87"
"35039640","FRANCISCO LOPES DE AZEVEDO PROFESSOR","Estadual","5.10","5.58"
"35039640","FRANCISCO LOPES DE AZEVEDO PROFESSOR","Estadual","5.10","5.58"
"35036080","MARIO PEREIRA PINTO","Estadual","5.10","5.50"
"41066898","QUATRO PONTES C E EF M","Estadual","5.10","5.74"
"35462330","JOAQUIM PINTO MACHADO JUNIOR PROFESSOR MACHADINHO","Estadual","5.10","5.60"
"52030601","CENTRO DE ENSINO EM PERIODO INTEGRAL CRUZEIRO DO SUL","Estadual","5.10","4.76"
"52030601","CENTRO DE ENSINO EM PERIODO INTEGRAL CRUZEIRO DO SUL","Estadual","5.10","4.76"
"52030601","CENTRO DE ENSINO EM PERIODO INTEGRAL CRUZEIRO DO SUL","Estadual","5.10","4.76"
